Акт;Требование (статья);Битая ссылка;Класс;Регулятор
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 515. Деятельность владельца свободного склада";"https://10.61.41.253/client/#!/doc/117130/rus/14262";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 516. Свободные склады";"https://10.61.41.253/client/#!/doc/117130/rus/14273";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 517. Условия включения в реестр владельцев свободных складов";"https://10.61.41.253/client/#!/doc/117130/rus/14285";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 518. Порядок включения в реестр владельцев свободных складов";"https://10.61.41.253/client/#!/doc/117130/rus/14309";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 519. Основания и порядок приостановления и возобновления деятельности лиц, включенных в реестр владельцев свободных складов";"https://10.61.41.253/client/#!/doc/117130/rus/14331";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 520. Основания для исключения из реестра владельцев свободных складов";"https://10.61.41.253/client/#!/doc/117130/rus/14384";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 521. Обязанности владельца свободного склада";"https://10.61.41.253/client/#!/doc/117130/rus/14422";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 522. Деятельность владельца магазина беспошлинной торговли";"https://10.61.41.253/client/#!/doc/117130/rus/14448";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 523. Магазины беспошлинной торговли";"https://10.61.41.253/client/#!/doc/117130/rus/14458";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 524. Условия включения в реестр владельцев магазинов беспошлинной торговли";"https://10.61.41.253/client/#!/doc/117130/rus/14468";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 525. Порядок включения в реестр владельцев магазинов беспошлинной торговли";"https://10.61.41.253/client/#!/doc/117130/rus/14491";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 526. Основания и порядок приостановления и возобновления деятельности лиц, включенных в реестр владельцев магазинов беспошлинной торговли";"https://10.61.41.253/client/#!/doc/117130/rus/14514";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 527. Основания для исключения из реестра владельцев магазинов беспошлинной торговли";"https://10.61.41.253/client/#!/doc/117130/rus/14559";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 528. Обязанности владельца магазина беспошлинной торговли";"https://10.61.41.253/client/#!/doc/117130/rus/14592";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 529. Уполномоченный экономический оператор";"https://10.61.41.253/client/#!/doc/117130/rus/14615";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 530. Реестр уполномоченных экономических операторов";"https://10.61.41.253/client/#!/doc/117130/rus/14633";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 531. Свидетельство о включении в реестр уполномоченных экономических операторов и его типы";"https://10.61.41.253/client/#!/doc/117130/rus/14640";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 532. Условия включения в реестр уполномоченных экономических операторов";"https://10.61.41.253/client/#!/doc/117130/rus/14659";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 533. Порядок включения в реестр уполномоченных экономических операторов";"https://10.61.41.253/client/#!/doc/117130/rus/14718";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 534. Приостановление, возобновление действия свидетельства и основания для исключения из реестра уполномоченных экономических операторов";"https://10.61.41.253/client/#!/doc/117130/rus/14775";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 535. Обеспечение исполнения обязанностей уполномоченного экономического оператора";"https://10.61.41.253/client/#!/doc/117130/rus/14861";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 536. Специальные упрощения, предоставляемые уполномоченному экономическому оператору";"https://10.61.41.253/client/#!/doc/117130/rus/14938";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 537. Совершение таможенных операций в первоочередном порядке";"https://10.61.41.253/client/#!/doc/117130/rus/14994";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 538. Особенности временного хранения товаров в сооружениях, помещениях (частях помещений) и (или) на открытых площадках (частях открытых площадок) уполномоченного экономического оператора";"https://10.61.41.253/client/#!/doc/117130/rus/15010";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 539. Особенности завершения действия таможенной процедуры таможенного транзита при доставке товаров в зону таможенного контроля, созданную в сооружениях, помещениях (частях помещений) и (или) на открытых площадках (частях открытых площадок) уполномоченного экономического оператора";"https://10.61.41.253/client/#!/doc/117130/rus/15020";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 540. Особенности совершения таможенных операций и выпуска товаров до подачи декларации на товары, декларантом которых будет выступать уполномоченный экономический оператор";"https://10.61.41.253/client/#!/doc/117130/rus/15050";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 541. Обязанности уполномоченного экономического оператора";"https://10.61.41.253/client/#!/doc/117130/rus/15076";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 543. Ответственность уполномоченного экономического оператора";"https://10.61.41.253/client/#!/doc/117130/rus/15118";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 545. Общие переходные положения";"https://10.61.41.253/client/#!/doc/117130/rus/15134";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 546. Переходные положения о представлении таможенным органам предварительной информации";"https://10.61.41.253/client/#!/doc/117130/rus/15162";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 547. Переходные положения о применении правил определения происхождения ввозимых товаров";"https://10.61.41.253/client/#!/doc/117130/rus/15170";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 549. Переходные положения к статье 78 настоящего Кодекса";"https://10.61.41.253/client/#!/doc/117130/rus/15179";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 550. Переходные положения по сроку исковой давности по таможенным пошлинам, таможенным сборам, налогам, пеням, процентам";"https://10.61.41.253/client/#!/doc/117130/rus/15182";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 553. Переходные положения об особенностях совершения таможенных операций";"https://10.61.41.253/client/#!/doc/117130/rus/15257";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 556 Переходные положения о применении таможенных процедур";"https://10.61.41.253/client/#!/doc/117130/rus/15289";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 557. Переходные положения о применении таможенной процедуры временного ввоза (допуска)";"https://10.61.41.253/client/#!/doc/117130/rus/15303";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 558. Переходные положения об особенностях применения таможенной процедуры свободной таможенной зоны";"https://10.61.41.253/client/#!/doc/117130/rus/15310";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 560. Переходные положения в отношении товаров для личного пользования и припасов";"https://10.61.41.253/client/#!/doc/117130/rus/15333";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 561. Переходные положения в отношении транспортных средств международной перевозки";"https://10.61.41.253/client/#!/doc/117130/rus/15354";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 568. Переходные положения в отношении применения статьи 459 настоящего Кодекса";"https://10.61.41.253/client/#!/doc/117130/rus/15394";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 569. Переходные положения в отношении юридических лиц, осуществляющих деятельность в сфере таможенного дела";"https://10.61.41.253/client/#!/doc/117130/rus/15397";"internal_ip";"МФ РК"
"О таможенном регулировании в Республике Казахстан. Кодекс Республики Казахстан от 26 декабря 2017 года № 123-VI ЗРК.";"Статья 570. Переходные положения в отношении уполномоченных экономических операторов";"https://10.61.41.253/client/#!/doc/117130/rus/15411";"internal_ip";"МФ РК"
"Гражданский процессуальный кодекс Республики Казахстан. Кодекс Республики Казахстан от 31 октября 2015 года № 377-V ЗРК.";"Гражданский процессуальный кодекс Республики Казахстан. Кодекс Республики Казахстан от 31 октября 2015 года № 377-V ЗРК.";"https://10.61.42.188/rus/docs/K1500000377";"internal_ip";""
"Предпринимательский кодекс Республики Казахстан. Кодекс Республики Казахстан от 29 октября 2015 года № 375-V ЗРК.";"статья 116 Государственное регулирование цен и тарифов субъектов предпринимательства";"https://10.61.42.188/rus/docs/K1500000375 ";"internal_ip";"МНЭ"
"Предпринимательский кодекс Республики Казахстан. Кодекс Республики Казахстан от 29 октября 2015 года № 375-V ЗРК.";"Статья 120-1. Ценообразование на общественно значимых рынках";"https://10.61.42.188/rus/docs/K1500000375 ";"internal_ip";"МНЭ"
"Предпринимательский кодекс Республики Казахстан. Кодекс Республики Казахстан от 29 октября 2015 года № 375-V ЗРК.";"статья 124-5 Общественно значимые рынки";"https://10.61.42.188/rus/docs/K1500000375 ";"internal_ip";"МНЭ"
"Предпринимательский кодекс Республики Казахстан. Кодекс Республики Казахстан от 29 октября 2015 года № 375-V ЗРК.";"статья 124-7Государственное регулирование цен и государственный контроль за соблюдением порядка ценообразования и обязанностей субъекта общественно значимого рынка";"https://10.61.42.188/rus/docs/K1500000375 ";"internal_ip";"МНЭ"
"Предпринимательский кодекс Республики Казахстан. Кодекс Республики Казахстан от 29 октября 2015 года № 375-V ЗРК.";"статья 124-8Обязанности субъекта общественно значимого рынка";"https://10.61.42.188/rus/docs/K1500000375 ";"internal_ip";"МНЭ"
"Предпринимательский кодекс Республики Казахстан. Кодекс Республики Казахстан от 29 октября 2015 года № 375-V ЗРК.";"статья 124-10 Государственный контроль за соблюдением порядка ценообразования и обязанностей субъекта общественно значимого рынка";"https://10.61.42.188/rus/docs/K1500000375 ";"internal_ip";"МНЭ"
"Уголовно-процессуальный кодекс Республики Казахстан. Кодекс Республики Казахстан от 4 июля 2014 года № 231-V ЗРК.";"Уголовно-процессуальный кодекс Республики Казахстан. Кодекс Республики Казахстан от 4 июля 2014 года № 231-V ЗРК.";"https://10.61.42.188/rus/docs/K1400000231";"internal_ip";""
"Гражданский кодекс Республики Казахстан (Особенная часть). Кодекс Республики Казахстан от 1 июля 1999 года № 409.";"Гражданский кодекс Республики Казахстан (Особенная часть). Кодекс Республики Казахстан от 1 июля 1999 года № 409.";"https://10.61.42.188/rus/docs/K990000409_";"internal_ip";""
"Об административных правонарушениях. Кодекс Республики Казахстан от 5 июля 2014 года № 235-V ЗРК.";"Статья 719. Уполномоченный орган в области государственной статистики";"https://10.61.41.253/client/#!/doc/81245/rus";"internal_ip";"АСПиР"
"Об административных правонарушениях. Кодекс Республики Казахстан от 5 июля 2014 года № 235-V ЗРК.";"Статья 497. Нарушение порядка представления первичных статистических данных";"https://10.61.41.253/client/#!/doc/81245/rus";"internal_ip";"АСПиР"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 17. Водные объекты совместного пользования";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 18. Водные объекты обособленного пользования";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 19. Водные объекты особо охраняемых природных территорий";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 20. Водные объекты особого государственного значения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 22. Право пользования водными объектами";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 23. Водный сервитут";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 24. Право собственности на водохозяйственные сооружения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 28. Право собственности на системы питьевого водоснабжения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 29. Водохозяйственные сооружения, предназначенные для обслуживания сельскохозяйственных водопользователей";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 31. Государственная регистрация прав на водохозяйственные сооружения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 32. Ответственность собственников водохозяйственных сооружений";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 41. Участие территориальных органов уполномоченного государственного органа в области охраны окружающей среды в реализации бассейнового принципа управления водными ресурсами";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 42. Бассейновые соглашения о восстановлении и охране водных объектов";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 43. Бассейновый совет";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 45. Водохозяйственные балансы";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 46. Схемы комплексного использования и охраны водных ресурсов";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 47. Прогноз использования и охраны водных ресурсов в составе схем развития и размещения производительных сил и отраслей экономики";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 53. Производственный контроль в области использования и охраны водного фонда";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 54. Экспертиза в области использования и охраны водного фонда";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 55. Экологические требования при использовании водных объектов и водохозяйственных сооружений";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 56. Требования по сокращению сброса загрязняющих веществ в водные объекты";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 57. Обоснование комплексных попусков для обеспечения требований отраслей экономики и охраны окружающей среды";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 58. Государственный учет поверхностных и подземных вод";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 59. Государственный водный кадастр";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 60. Государственный мониторинг водных объектов";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 61. Научное и инновационно-информационное обеспечение рационального использования и охраны водного фонда, водоснабжения и водоотведения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 63. Деятельность общественных объединений в области использования и охраны водного фонда";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 64. Виды права водопользования";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 65. Общее водопользование";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 66. Специальное водопользование";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 67. Обособленное водопользование";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 72 . Обязанности водопользователей";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 75. Прекращение права специального водопользования";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 77. Государственные водохозяйственные организации";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 78. Коммунальные водохозяйственные организации";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 79. Негосударственные водохозяйственные организации";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 80. Требования к деятельности водохозяйственных организаций";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 82. Лимиты водопользования";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 83. Нормативно-техническое, санитарно-эпидемиологическое и метрологическое обеспечение контроля и учета вод";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 84. Нормативы предельно допустимых вредных воздействий на водные объекты";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 85. Стандартизация и подтверждение соответствия в области использования и охраны водного фонда, водоснабжения и водоотведения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 86. Требования по сокращению объемов забора и использования воды";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 87. Требования по улучшению качества питьевой воды";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 88. Запрещение ввода в эксплуатацию сооружений, отрицательно влияющих на состояние водных объектов";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 89. Использование поверхностных водных объектов для сброса сточных вод";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 90. Использование водных объектов и водохозяйственных сооружений для питьевого водоснабжения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 91 . Централизованное питьевое водоснабжение населения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 92. Нецентрализованное питьевое водоснабжение населения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 93. Использование водных объектов оздоровительного назначения";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 94. Использование водных объектов и водохозяйственных сооружений для рекреационных целей";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 95. Использование водных объектов и водохозяйственных сооружений для нужд сельского хозяйства";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 97. Образование и прекращение гидромелиоративного кондоминиума";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 98. Регистрация объекта гидромелиоративного кондоминиума";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 100. Обязанности участников гидромелиоративного кондоминиума";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 101. Особенности участия в гидромелиоративном кондоминиуме";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 102. Управление объектом гидромелиоративного кондоминиума";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
"Водный кодекс Республики Казахстан. Кодекс Республики Казахстан от 9 июля 2003 года № 481.";"Статья 103. Использование водных объектов и водохозяйственных сооружений для промышленности и теплоэнергетики";"https://10.61.42.188/rus/docs/K030000481_";"internal_ip";"МЭПР РК"
